"","newTarget","Marital.status","Application.mode","Application.order","Course","Day.eve.attendance","Previous.qualification","Nationality","Mother.qualification","Father.qualification","Mother.occupation","Father.occupation","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","Fsem.without.eval","Ssem.credit","Ssem.enrolled","Ssem.eval","Ssem.grade","Ssem.without.eval","Unemployment.rate","Inflation.rate","GDP"
"2462","0",1,9,3,11,1,1,1,13,14,10,7,1,0,0,1,1,0,18,0,0,6,0,0,0,13.9,-0.3,0.79
"2463","0",1,1,1,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,0,0,0,0,9.4,-0.8,-3.12
"2464","0",1,8,5,11,1,1,1,22,28,10,10,1,0,1,1,1,1,20,0,0,6,6,0,0,8.9,1.4,3.51
"2465","0",2,12,1,17,0,1,1,22,14,10,10,0,0,1,0,1,0,29,0,0,5,8,11.8,0,10.8,1.4,1.74
"2466","0",1,12,1,8,1,12,1,22,27,10,11,1,0,1,1,1,0,44,0,0,6,11,0,0,13.9,-0.3,0.79
"2469","0",1,14,1,5,1,1,1,23,27,9,8,1,0,0,1,1,0,20,0,3,9,12,12.66666667,0,12.4,0.5,1.79
"2470","0",2,12,2,9,1,1,1,22,27,10,10,1,0,0,1,1,0,36,0,0,5,9,0,0,10.8,1.4,1.74
"2472","0",2,12,1,6,1,12,1,22,27,12,12,0,0,0,0,1,0,29,0,0,5,5,0,0,12.7,3.7,-1.7
"2473","0",1,1,1,14,1,1,1,1,1,10,10,1,0,0,1,1,0,18,0,0,6,10,10.33333333,0,10.8,1.4,1.74
"2474","0",1,12,1,4,1,1,1,1,1,2,7,0,0,0,0,1,0,24,0,0,6,0,0,0,13.9,-0.3,0.79
"2475","1",1,1,1,15,1,1,1,3,14,3,6,0,0,0,1,1,0,20,0,0,6,7,15,0,15.5,2.8,-4.06
"2476","0",2,12,1,3,0,12,1,13,27,10,10,0,0,1,0,1,0,45,0,0,5,5,0,0,16.2,0.3,-0.92
"2477","1",1,14,2,12,1,1,1,23,27,5,5,1,0,0,1,1,1,28,3,18,23,23,13.5,3,7.6,2.6,0.32
"2479","1",1,1,1,12,1,1,1,1,14,5,8,1,0,0,1,1,0,18,0,0,8,11,11.34714286,0,12.4,0.5,1.79
"2480","0",1,1,2,9,1,1,1,13,14,10,5,1,0,0,1,1,0,23,1,0,5,7,11.33333333,0,9.4,-0.8,-3.12
"2482","1",1,1,1,5,1,1,1,13,14,6,6,0,0,0,1,1,1,22,0,1,6,6,12.4,0,12.4,0.5,1.79
"2483","1",1,12,1,17,0,9,1,22,28,6,6,0,0,0,1,1,0,33,0,0,5,6,14.83333333,0,10.8,1.4,1.74
"2484","1",1,17,1,4,1,16,1,1,28,10,7,0,0,0,1,1,0,21,0,5,12,14,12.18181818,0,8.9,1.4,3.51
"2485","1",2,12,1,9,1,1,1,22,27,10,6,0,0,0,1,1,0,45,0,0,5,5,14.8,0,15.5,2.8,-4.06
"2486","0",2,12,1,4,1,1,1,22,27,10,10,0,0,0,0,1,0,44,0,1,7,8,12,0,15.5,2.8,-4.06
"2487","0",4,12,1,14,1,1,1,13,14,12,13,0,0,0,1,1,0,42,0,0,6,0,0,0,12.7,3.7,-1.7
"2488","0",1,9,1,9,1,1,1,13,1,10,8,1,0,0,1,1,0,20,0,0,5,0,0,0,12.4,0.5,1.79
"2490","1",1,1,2,11,1,1,1,1,28,3,9,1,0,0,1,1,1,20,0,0,6,6,12.5,0,8.9,1.4,3.51
"2493","0",1,16,1,3,0,1,1,1,1,5,5,0,0,1,0,1,0,26,0,5,10,16,10.42857143,0,12.4,0.5,1.79
"2494","1",2,12,1,4,1,1,1,22,27,9,8,0,0,0,1,1,0,31,0,0,6,11,12.5,0,13.9,-0.3,0.79
"2495","1",1,1,1,15,1,1,1,1,14,10,10,0,0,1,1,1,1,19,0,0,6,6,14,0,16.2,0.3,-0.92
"2496","1",1,12,1,15,1,12,1,22,27,1,1,1,0,0,1,1,0,28,0,0,6,6,13.66666667,0,7.6,2.6,0.32
"2497","1",1,1,1,2,1,1,1,13,27,10,10,1,0,0,1,1,1,20,0,0,0,0,0,0,10.8,1.4,1.74
"2498","1",2,1,2,3,0,1,1,22,1,10,11,1,0,0,1,0,0,43,0,0,6,6,12.5,0,9.4,-0.8,-3.12
"2499","0",1,12,1,2,1,12,17,1,14,3,8,0,0,0,1,1,1,25,0,0,0,0,0,0,15.5,2.8,-4.06
"2500","0",1,12,1,10,1,12,1,22,27,10,10,0,1,1,1,0,0,40,0,0,6,10,15,0,16.2,0.3,-0.92
"2501","1",1,15,1,6,1,14,3,5,4,2,2,0,0,0,1,0,0,20,0,1,6,16,13.375,0,12.4,0.5,1.79
"2502","1",2,12,1,3,0,9,1,22,27,10,2,0,0,0,1,0,0,46,0,0,6,6,13.33333333,0,11.1,0.6,2.02
"2503","1",1,16,1,1,1,1,1,13,27,6,8,0,0,0,1,0,0,26,0,10,14,18,11.64285714,0,8.9,1.4,3.51
"2504","1",2,12,1,12,1,1,1,3,1,6,6,0,0,0,1,0,1,34,0,0,8,9,13.07142857,0,12.4,0.5,1.79
"2505","0",1,9,3,16,1,1,1,23,27,10,6,1,0,0,1,0,0,19,0,0,6,0,0,0,10.8,1.4,1.74
"2506","1",1,1,6,12,1,1,1,13,14,10,10,1,0,0,1,0,1,18,0,0,8,8,13.58571429,0,12.7,3.7,-1.7
"2507","1",1,1,1,13,1,1,1,13,14,5,10,1,0,0,1,0,0,18,0,0,8,10,11.425,0,12.7,3.7,-1.7
"2508","1",1,12,1,3,0,1,1,23,27,10,8,0,0,0,1,1,1,37,0,1,6,7,12,0,13.9,-0.3,0.79
"2509","1",1,8,1,2,1,1,1,13,28,10,8,0,0,0,1,1,1,23,0,0,0,0,0,0,9.4,-0.8,-3.12
"2510","1",1,14,1,5,1,1,1,13,28,10,8,0,0,0,1,1,0,26,0,7,13,13,13.61538462,0,15.5,2.8,-4.06
"2511","0",1,5,2,15,1,1,9,13,28,4,6,1,0,0,0,0,0,18,0,0,6,0,0,0,10.8,1.4,1.74
"2513","1",1,8,4,12,1,1,1,3,3,3,3,1,0,0,1,0,0,19,0,0,8,8,13.0625,0,11.1,0.6,2.02
"2514","1",1,5,2,6,1,1,9,13,1,5,10,0,0,0,1,0,0,18,0,0,6,12,12,0,12.4,0.5,1.79
"2515","0",1,1,1,14,1,1,1,1,3,5,4,1,0,0,1,0,0,19,0,0,6,8,12.8,0,8.9,1.4,3.51
"2517","1",1,8,1,5,1,1,1,1,1,2,6,0,0,0,1,0,1,22,0,0,6,9,12,0,9.4,-0.8,-3.12
"2518","1",1,1,3,12,1,1,1,13,1,10,6,1,0,0,1,0,1,18,0,0,8,8,12.21428571,0,12.7,3.7,-1.7
"2519","1",1,8,1,11,1,1,1,13,29,6,5,0,0,0,1,0,1,18,0,0,6,6,13,0,13.9,-0.3,0.79
"2520","1",1,1,3,15,1,1,1,23,28,6,6,1,0,0,1,0,1,18,0,0,6,6,13.5,0,8.9,1.4,3.51
"2521","1",1,1,6,11,1,1,1,23,27,6,8,1,0,0,1,0,1,18,0,0,6,6,13,0,12.4,0.5,1.79
"2522","1",1,1,2,11,1,1,1,4,3,8,5,1,0,0,1,0,0,18,0,0,6,6,11.16666667,0,8.9,1.4,3.51
"2523","1",1,8,6,12,1,1,1,1,14,8,8,1,0,0,1,0,1,19,0,0,8,9,13.08571429,0,11.1,0.6,2.02
"2524","0",1,8,1,16,1,1,1,13,1,6,6,0,0,0,1,0,0,20,0,0,6,0,0,0,15.5,2.8,-4.06
"2525","0",1,8,4,10,1,1,1,1,14,10,6,1,0,0,1,0,1,19,0,0,6,7,0,0,15.5,2.8,-4.06
"2526","1",1,1,2,6,1,1,1,3,1,5,8,1,0,0,1,0,0,18,0,0,6,12,11,0,15.5,2.8,-4.06
"2527","0",1,1,4,5,1,1,1,1,1,10,8,1,0,0,1,0,1,18,0,0,6,6,12.83333333,0,12.4,0.5,1.79
"2528","1",1,8,6,12,1,1,1,13,14,8,8,1,0,0,1,0,1,18,0,0,8,8,13.65625,0,11.1,0.6,2.02
"2529","1",1,8,2,15,1,1,1,3,28,3,7,1,0,0,1,0,0,18,0,0,6,7,14.28571429,0,12.4,0.5,1.79
"2530","1",1,8,1,9,1,1,1,13,28,5,9,0,0,0,1,0,1,18,0,0,5,12,12.625,0,10.8,1.4,1.74
"2531","1",1,8,1,15,1,1,1,1,1,5,8,1,0,1,1,0,0,18,0,0,6,6,12.33333333,0,16.2,0.3,-0.92
"2532","1",1,15,1,4,1,14,1,22,28,10,7,0,0,0,1,0,1,20,0,0,6,10,13.2,0,16.2,0.3,-0.92
"2533","1",1,7,2,10,1,1,1,23,27,4,6,1,0,0,1,0,1,19,0,0,6,7,11,0,9.4,-0.8,-3.12
"2535","1",1,1,1,10,1,1,1,23,28,9,8,1,0,0,1,0,1,19,0,0,6,8,13.14285714,0,12.4,0.5,1.79
"2538","1",1,1,1,14,1,1,1,13,14,8,8,0,0,0,1,0,0,19,0,0,6,6,15.83333333,0,12.4,0.5,1.79
"2539","1",1,6,1,14,1,1,12,27,1,3,8,0,1,1,1,0,0,20,0,0,6,9,13,0,8.9,1.4,3.51
"2540","1",1,9,1,8,1,1,1,23,14,10,6,1,0,0,1,0,1,18,0,0,5,5,12.4,0,10.8,1.4,1.74
"2541","0",1,4,1,9,1,3,1,1,29,5,8,0,0,0,1,0,0,33,0,0,5,5,0,0,12.4,0.5,1.79
"2542","0",1,1,1,16,1,1,1,13,14,5,6,0,0,0,1,0,1,19,0,0,6,6,0,0,13.9,-0.3,0.79
"2543","1",1,8,2,13,1,1,1,1,1,10,10,0,0,0,1,0,1,18,0,0,8,8,14.75,0,15.5,2.8,-4.06
"2544","0",1,8,1,5,1,1,1,13,1,5,4,0,0,0,1,0,0,19,0,0,6,0,0,0,8.9,1.4,3.51
"2546","1",1,1,3,15,1,1,1,3,1,3,9,1,0,0,1,0,0,18,0,0,6,7,14.33333333,0,12.4,0.5,1.79
"2547","1",1,1,1,10,1,1,1,13,14,10,6,1,0,0,1,0,0,20,0,0,6,6,11.83333333,0,10.8,1.4,1.74
"2548","1",1,1,5,12,1,1,1,13,27,8,8,1,0,0,1,0,0,19,1,0,8,9,13.2325,1,9.4,-0.8,-3.12
"2549","1",1,1,2,15,1,1,1,13,14,10,10,1,0,0,1,1,1,18,0,0,6,6,14.16666667,0,9.4,-0.8,-3.12
"2550","0",1,8,2,11,1,1,1,1,2,6,4,1,0,1,1,1,1,19,0,0,6,6,0,0,13.9,-0.3,0.79
"2551","1",1,14,1,3,0,1,9,22,27,10,10,1,0,0,1,0,0,25,0,11,13,13,12.27272727,0,13.9,-0.3,0.79
"2553","1",1,1,1,3,0,1,1,23,27,6,6,0,0,0,1,0,0,19,0,0,6,6,11.5,0,12.7,3.7,-1.7
"2554","0",1,8,1,17,0,1,1,19,24,1,1,1,0,1,1,1,0,33,0,0,5,5,0,0,7.6,2.6,0.32
"2557","1",1,6,1,9,1,1,12,1,1,3,4,0,0,0,1,0,0,19,0,0,5,6,11.4,0,11.1,0.6,2.02
"2558","1",1,1,2,2,1,1,1,3,3,3,3,1,0,0,1,0,0,18,0,0,0,0,0,0,12.4,0.5,1.79
"2560","0",1,1,1,15,1,1,1,13,1,6,11,1,0,0,1,0,0,18,0,0,6,6,13.5,0,11.1,0.6,2.02
"2561","1",1,8,5,16,1,1,1,3,14,3,8,1,0,0,1,0,0,18,0,0,6,8,12.6,0,7.6,2.6,0.32
"2562","1",1,1,3,12,1,1,1,13,27,8,8,1,0,0,1,0,0,18,0,0,8,8,13.07375,0,9.4,-0.8,-3.12
"2563","0",2,12,1,12,1,12,1,23,28,3,11,0,0,0,1,0,0,37,0,0,7,9,0,0,16.2,0.3,-0.92
"2565","1",1,1,1,11,1,1,14,22,27,6,6,1,0,0,1,0,1,20,0,0,6,6,13.33333333,0,10.8,1.4,1.74
"2566","1",1,6,1,10,1,1,12,13,14,10,7,0,0,0,1,1,0,21,0,0,6,7,13.42857143,0,11.1,0.6,2.02
"2567","1",1,8,1,12,1,1,1,23,1,6,5,0,0,0,1,0,1,18,0,0,8,9,14.78888889,0,12.4,0.5,1.79
"2570","1",1,1,2,15,1,1,1,13,1,4,10,1,0,0,1,0,1,18,0,0,6,6,14.66666667,0,16.2,0.3,-0.92
"2571","1",1,1,4,12,1,1,1,13,27,10,8,0,0,1,1,0,0,18,1,0,8,9,14.4025,1,9.4,-0.8,-3.12
"2572","1",1,1,1,12,1,1,1,23,28,10,10,1,0,0,1,0,0,31,0,0,8,8,16.3875,0,11.1,0.6,2.02
"2573","1",1,1,1,10,1,1,1,1,1,5,11,0,0,1,1,0,0,23,0,0,6,6,14.16666667,0,12.7,3.7,-1.7
"2574","1",1,1,4,12,1,1,1,22,14,10,10,1,0,0,1,0,0,19,0,0,7,7,14.98333333,0,7.6,2.6,0.32
"2575","1",1,7,3,15,1,1,1,22,28,5,10,1,0,0,1,0,1,20,0,0,6,6,13,0,11.1,0.6,2.02
"2576","1",2,12,1,3,0,1,1,22,27,8,6,0,0,0,1,0,0,40,0,3,7,7,14.14285714,0,12.7,3.7,-1.7
"2577","0",1,15,1,6,1,14,1,22,27,10,10,1,0,1,1,0,0,32,0,0,6,14,11,0,16.2,0.3,-0.92
"2578","0",1,1,4,11,1,1,1,22,27,10,8,1,0,0,1,0,0,24,0,0,6,11,10,0,10.8,1.4,1.74
"2579","1",1,8,4,12,1,1,1,13,27,6,9,1,0,0,1,0,0,18,0,0,7,7,13.98333333,0,7.6,2.6,0.32
"2580","1",1,1,1,10,1,1,1,22,27,10,10,0,0,0,1,0,0,18,0,0,6,6,12.83333333,0,10.8,1.4,1.74
"2581","1",1,1,1,10,1,1,1,13,27,5,8,1,0,0,1,0,1,18,0,0,6,6,13,0,10.8,1.4,1.74
"2582","0",1,12,1,4,1,1,1,23,28,5,8,1,0,0,0,0,0,27,0,0,6,8,0,0,15.5,2.8,-4.06
"2583","1",1,1,1,9,1,1,1,23,27,10,6,0,0,0,1,0,0,18,0,0,5,5,15.4,0,7.6,2.6,0.32
"2585","1",1,1,1,16,1,1,1,13,10,10,5,1,0,0,1,0,0,19,0,0,6,7,13.66666667,0,7.6,2.6,0.32
"2586","1",1,8,2,3,0,1,1,22,24,1,1,1,0,0,1,0,0,19,0,0,6,7,12,0,7.6,2.6,0.32
"2588","0",1,1,4,9,1,1,1,1,14,5,7,1,0,0,1,0,0,24,0,0,5,14,11,0,12.7,3.7,-1.7
"2589","0",1,8,1,16,1,1,1,22,27,10,11,0,0,0,1,0,0,20,0,0,6,11,10.5,0,12.7,3.7,-1.7
"2591","0",1,12,1,4,1,1,1,13,14,10,10,0,0,0,1,0,0,30,0,0,6,6,0,0,11.1,0.6,2.02
"2593","1",1,4,1,9,1,3,1,22,14,10,9,0,0,0,1,0,0,21,0,3,10,18,11.61538462,0,10.8,1.4,1.74
"2594","0",1,12,1,13,1,1,1,13,14,5,6,0,0,0,1,0,0,26,0,0,8,8,11.675,0,13.9,-0.3,0.79
"2596","1",1,8,1,5,1,1,1,13,27,6,10,0,0,0,1,0,1,18,0,0,6,6,12.16666667,0,16.2,0.3,-0.92
"2597","0",1,1,1,5,1,1,1,1,27,6,10,1,0,1,1,0,0,21,0,0,6,8,12.2,0,12.7,3.7,-1.7
"2598","0",1,14,1,2,1,1,1,13,28,10,10,0,0,0,1,0,1,18,0,0,0,0,0,0,13.9,-0.3,0.79
"2601","0",1,8,3,16,1,1,1,22,27,6,10,1,1,0,1,0,1,19,0,0,6,8,12.8,0,12.7,3.7,-1.7
"2603","1",1,1,3,10,1,1,1,23,14,6,9,1,0,0,1,0,0,19,0,0,6,7,12.83333333,0,12.4,0.5,1.79
"2604","0",1,1,5,6,1,1,1,23,27,10,9,1,0,0,0,0,0,19,4,0,5,8,0,1,9.4,-0.8,-3.12
"2605","0",1,8,1,10,1,1,1,22,27,8,6,1,0,0,1,0,0,19,0,0,6,11,13,0,9.4,-0.8,-3.12
"2606","1",2,15,1,6,1,14,1,22,27,30,43,0,0,0,1,0,0,27,2,0,5,8,12,1,9.4,-0.8,-3.12
"2607","1",1,5,1,6,1,1,1,22,27,6,6,1,0,0,1,0,0,22,0,0,5,10,12.2,0,12.7,3.7,-1.7
"2608","0",1,1,1,15,1,1,1,22,1,10,8,1,0,0,1,0,0,18,0,0,6,7,13.14285714,0,15.5,2.8,-4.06
"2609","1",1,8,4,11,1,1,1,23,28,6,6,1,0,0,1,0,0,20,0,0,6,8,12.75,0,9.4,-0.8,-3.12
"2610","0",2,14,1,17,0,1,1,22,27,10,10,0,0,0,1,0,0,34,0,2,7,7,10,0,9.4,-0.8,-3.12
"2611","1",1,8,2,12,1,1,1,1,28,6,9,1,0,0,1,0,0,18,0,0,8,9,13.75555556,0,13.9,-0.3,0.79
"2612","1",1,8,2,15,1,1,1,1,1,6,6,1,0,0,1,1,0,20,0,0,6,7,12.25,0,9.4,-0.8,-3.12
"2613","1",1,1,1,8,1,1,14,1,14,6,6,1,0,0,1,0,0,20,0,0,5,6,15.83333333,0,12.7,3.7,-1.7
"2614","0",1,12,1,17,0,1,1,1,28,5,10,0,0,0,1,1,0,25,0,0,5,8,0,0,16.2,0.3,-0.92
"2615","0",1,1,4,7,1,1,1,3,14,3,10,1,0,0,1,1,0,18,0,0,5,9,13,0,8.9,1.4,3.51
"2616","0",1,1,1,8,1,1,1,1,1,10,10,0,0,0,0,1,0,18,0,0,6,11,13,0,8.9,1.4,3.51
"2617","0",1,8,1,16,1,1,1,13,28,6,8,1,0,0,1,0,1,18,0,0,6,13,0,0,9.4,-0.8,-3.12
"2618","1",1,8,1,11,1,1,1,1,14,6,5,0,0,0,1,0,1,19,0,0,6,7,12.8,0,12.4,0.5,1.79
"2619","0",1,8,2,16,1,1,1,23,14,6,6,1,0,0,1,0,1,19,0,0,6,7,12.4,0,10.8,1.4,1.74
"2620","1",1,15,1,10,1,1,1,1,1,6,6,0,0,0,1,0,1,21,0,2,6,7,12.57142857,0,13.9,-0.3,0.79
"2622","1",1,1,1,5,1,1,1,1,27,10,10,1,0,0,1,0,1,20,0,0,6,6,11.83333333,0,12.4,0.5,1.79
"2623","1",1,16,1,3,0,16,1,13,27,19,44,1,0,1,1,0,1,21,0,9,11,11,12.6,0,8.9,1.4,3.51
"2624","0",1,14,1,17,0,1,14,22,27,10,9,0,0,0,1,0,0,34,0,1,1,1,11,0,10.8,1.4,1.74
"2625","1",1,1,4,15,1,1,9,1,27,4,10,1,0,0,1,0,0,20,0,0,6,6,12,0,12.7,3.7,-1.7
"2626","0",1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,24,0,0,5,7,12,0,10.8,1.4,1.74
"2627","1",1,1,1,12,1,1,1,1,1,5,4,0,0,0,1,1,0,18,0,0,8,9,14.38888889,0,16.2,0.3,-0.92
"2631","0",1,12,1,17,0,1,1,1,1,10,8,0,0,0,1,1,0,28,0,0,5,12,12,0,11.1,0.6,2.02
"2632","0",1,8,1,11,1,1,1,23,28,1,6,0,0,0,1,1,0,20,0,0,6,12,0,0,7.6,2.6,0.32
"2633","1",1,14,1,12,1,1,1,1,1,8,5,1,0,0,1,1,0,22,1,0,8,9,12.55375,1,9.4,-0.8,-3.12
"2634","1",1,1,4,12,1,1,1,13,1,5,5,1,0,0,1,1,0,19,0,0,8,8,12.66571429,0,10.8,1.4,1.74
"2636","0",1,12,2,13,1,1,1,3,1,3,5,0,0,0,1,1,0,26,0,0,5,10,0,0,12.4,0.5,1.79
"2637","0",1,1,2,11,1,1,1,22,27,10,10,1,0,0,0,1,0,21,0,0,6,14,0,0,9.4,-0.8,-3.12
"2638","1",1,7,2,2,1,1,1,3,3,3,3,1,0,0,1,1,0,18,0,0,0,0,0,0,12.4,0.5,1.79
"2639","1",1,8,1,9,1,1,1,22,28,10,8,1,0,0,1,1,0,18,0,0,5,6,12.2,0,11.1,0.6,2.02
"2640","1",1,1,2,2,1,1,1,13,14,5,8,1,0,0,1,1,0,22,0,15,17,20,12.11764706,0,11.1,0.6,2.02
"2641","0",2,12,1,7,1,12,1,22,27,10,10,0,0,0,1,1,0,36,0,0,5,0,0,0,16.2,0.3,-0.92
"2642","1",1,1,1,15,1,1,1,23,28,10,10,1,0,0,1,1,1,20,0,0,6,8,11.5,0,13.9,-0.3,0.79
"2643","0",1,8,5,14,1,1,1,3,4,3,3,0,0,0,1,1,0,20,0,0,6,9,0,0,10.8,1.4,1.74
"2644","0",1,12,1,17,0,1,1,22,1,6,5,0,0,0,1,1,0,25,0,0,5,11,13.5,0,12.4,0.5,1.79
"2645","1",1,12,1,4,1,1,1,22,14,7,5,0,0,0,1,1,0,35,0,1,6,11,13.83333333,0,15.5,2.8,-4.06
"2646","0",1,1,1,2,1,1,1,1,27,8,8,0,0,0,1,1,0,22,0,0,0,0,0,0,11.1,0.6,2.02
"2648","0",1,15,1,4,1,14,1,23,28,10,6,0,0,1,0,1,0,20,0,0,6,15,12,0,16.2,0.3,-0.92
"2649","0",1,14,1,3,0,9,1,22,1,10,11,0,0,0,1,1,0,50,0,2,11,11,13.5,0,16.2,0.3,-0.92
"2650","0",1,1,1,12,1,1,1,13,28,10,9,0,0,0,1,1,0,20,1,0,8,12,12.002,1,10.8,1.4,1.74
"2652","0",1,4,1,4,1,3,1,3,14,3,11,0,0,0,0,1,0,35,0,1,6,9,11,0,15.5,2.8,-4.06
"2653","1",1,1,1,14,1,1,1,3,14,5,6,0,0,0,1,1,1,19,0,0,6,8,14.16666667,0,15.5,2.8,-4.06
"2654","0",2,12,2,9,1,1,1,22,27,6,8,0,0,0,1,1,0,43,1,0,5,5,0,0,9.4,-0.8,-3.12
"2655","1",1,8,5,12,1,1,1,3,28,3,2,0,0,0,1,1,0,19,0,0,8,11,13.86714286,0,10.8,1.4,1.74
"2656","1",1,12,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,25,0,0,8,11,12.675,0,12.7,3.7,-1.7
"2657","1",1,7,1,2,1,1,1,1,3,6,11,1,0,0,1,1,0,19,0,0,0,0,0,0,13.9,-0.3,0.79
"2658","1",1,8,2,16,1,1,1,1,14,10,10,1,0,0,1,1,1,20,0,0,6,7,12.5,0,7.6,2.6,0.32
"2659","0",1,1,1,2,1,1,1,23,27,6,6,1,0,0,1,1,0,22,0,0,0,0,0,0,12.7,3.7,-1.7
"2660","0",1,1,1,11,1,1,1,22,27,4,4,0,0,0,1,1,1,19,0,0,6,6,12.2,0,11.1,0.6,2.02
"2661","0",2,12,1,17,0,1,1,13,27,4,10,0,0,0,1,1,0,32,0,0,5,11,11.33333333,0,13.9,-0.3,0.79
"2662","1",2,12,1,15,1,13,1,22,27,10,8,1,0,0,1,1,0,57,0,0,6,6,14.16666667,0,9.4,-0.8,-3.12
"2663","0",1,1,1,12,1,1,1,1,14,4,6,0,0,0,0,1,0,20,0,0,7,7,11.575,0,16.2,0.3,-0.92
"2664","0",1,12,1,17,0,1,1,1,1,6,6,1,0,0,0,1,0,38,0,0,5,5,0,0,8.9,1.4,3.51
"2665","1",2,12,1,17,0,1,1,22,3,10,4,0,0,0,1,1,0,45,0,0,5,6,14.16666667,0,12.4,0.5,1.79
"2666","0",2,12,1,15,1,1,1,22,27,10,11,0,0,1,0,1,0,43,0,0,6,12,12.25,0,10.8,1.4,1.74
"2667","1",1,8,4,5,1,1,1,23,1,10,10,1,0,0,1,1,0,19,0,0,6,8,13.125,0,10.8,1.4,1.74
"2668","0",2,12,1,17,0,12,1,13,14,5,5,0,0,0,0,1,0,49,0,0,5,5,11,0,15.5,2.8,-4.06
"2670","0",1,12,1,3,0,1,1,22,28,10,10,0,0,0,1,1,0,34,0,0,5,5,0,0,11.1,0.6,2.02
"2672","1",2,12,1,17,0,1,1,23,28,2,5,0,0,0,1,1,0,43,0,0,5,6,13.66666667,0,10.8,1.4,1.74
"2673","0",1,1,2,11,1,1,1,13,1,10,9,0,0,0,1,1,0,21,0,0,6,9,11,0,15.5,2.8,-4.06
"2674","1",2,12,1,17,0,1,1,19,24,13,13,0,0,0,1,1,0,40,0,0,5,8,12.5,1,7.6,2.6,0.32
"2675","1",1,8,1,14,1,1,1,13,27,6,6,1,0,0,1,1,1,19,0,0,6,10,11.55555556,0,10.8,1.4,1.74
"2677","0",2,13,1,13,1,1,1,22,27,10,7,0,0,0,1,1,0,43,0,0,8,13,13.15,0,16.2,0.3,-0.92
"2678","1",1,14,1,17,0,1,1,22,27,10,10,0,0,0,1,1,0,31,0,0,5,7,15.4,0,9.4,-0.8,-3.12
"2680","1",1,12,1,17,0,1,1,22,28,28,16,0,0,0,1,1,0,34,0,0,5,5,16.8,0,8.9,1.4,3.51
"2681","1",4,14,1,12,1,12,1,19,24,1,1,0,0,0,1,1,0,30,1,11,14,26,12.52608696,1,7.6,2.6,0.32
"2682","0",2,12,1,12,1,12,1,23,28,8,9,0,0,0,1,1,0,36,0,0,8,11,0,0,16.2,0.3,-0.92
"2683","0",1,4,1,17,0,3,1,22,27,7,8,0,0,1,0,1,0,46,0,0,5,5,10,0,11.1,0.6,2.02
"2684","1",1,8,1,6,1,1,1,1,14,6,10,0,0,0,1,1,0,22,0,0,5,8,10.66666667,0,7.6,2.6,0.32
"2685","0",1,4,1,4,1,3,1,1,14,6,10,0,0,0,1,1,0,27,0,0,6,10,0,0,16.2,0.3,-0.92
"2686","1",1,1,2,7,1,1,1,1,28,20,43,1,0,0,1,1,0,20,0,0,5,9,12,0,8.9,1.4,3.51
"2688","0",1,13,1,7,1,1,1,13,14,12,12,0,0,1,0,1,0,31,0,0,5,5,0,0,12.7,3.7,-1.7
"2690","0",1,8,1,15,1,1,1,1,28,12,9,1,0,0,0,1,0,21,0,0,6,0,0,0,10.8,1.4,1.74
"2691","0",1,8,1,9,1,1,1,13,14,10,8,0,0,0,1,1,0,21,0,0,5,10,11,3,16.2,0.3,-0.92
"2692","1",1,1,1,9,1,1,1,1,4,10,11,0,0,0,1,1,0,19,0,0,5,10,13.5,3,16.2,0.3,-0.92
"2693","1",1,8,4,9,1,1,1,13,14,5,5,1,0,0,1,1,1,20,0,0,5,8,11.6,0,8.9,1.4,3.51
"2694","1",1,1,1,4,1,1,1,23,1,10,5,0,0,0,1,1,0,18,0,0,6,6,15.16666667,0,12.4,0.5,1.79
"2695","1",1,1,2,15,1,1,1,1,1,5,4,0,0,0,1,1,1,18,0,0,6,6,11.5,0,16.2,0.3,-0.92
"2697","0",1,12,1,11,1,12,1,13,14,4,2,0,0,1,0,1,0,34,0,0,6,6,0,0,15.5,2.8,-4.06
"2699","0",1,15,1,5,1,14,1,22,1,10,8,0,0,0,1,1,0,20,0,5,9,10,12.75,1,16.2,0.3,-0.92
"2700","1",1,1,1,12,1,1,1,22,27,10,10,0,0,0,1,1,0,18,0,0,8,8,13.4,0,12.7,3.7,-1.7
"2701","0",1,1,1,2,1,1,1,1,1,5,4,1,0,1,1,1,0,21,0,0,0,0,0,0,16.2,0.3,-0.92
"2702","0",2,13,1,4,1,1,1,3,1,3,3,0,0,0,1,1,0,26,0,0,6,6,0,0,12.4,0.5,1.79
"2703","0",1,8,1,7,1,1,1,23,14,8,4,1,0,1,1,1,0,20,0,0,5,5,0,5,9.4,-0.8,-3.12
"2704","0",1,15,1,4,1,14,1,1,28,2,10,0,0,0,1,1,0,25,0,0,6,14,11.2,0,15.5,2.8,-4.06
"2706","0",1,12,2,9,1,1,1,13,5,5,2,1,0,0,1,1,0,24,1,0,5,5,14,0,9.4,-0.8,-3.12
"2707","1",1,1,1,8,1,1,1,3,3,3,3,0,0,0,1,1,0,20,0,0,5,5,13.4,0,7.6,2.6,0.32
